DB01083,1
DB00753,2
DB01262,3
DB01219,4
DB01085,5
DB00346,6
DB00549,7
DB00972,8
DB00367,9
DB01098,10
DB12332,11
DB09076,12
DB01234,13
DB00871,14
DB00683,15
DB00699,16
DB06689,17
DB13874,18
DB00243,19
DB01576,20
DB09262,21
DB08918,22
DB01171,23
DB00240,24
DB00390,25
DB01183,26
DB01036,27
DB04871,28
DB11362,29
DB05239,30
DB01059,31
DB00819,32
DB00960,33
DB05039,34
DB00457,35
DB00252,36
DB05219,37
DB00496,38
DB01118,39
DB01558,40
DB12001,41
DB00091,42
DB01033,43
DB00741,44
DB00188,45
DB09130,46
DB00432,47
DB01283,48
DB00957,49
DB01122,50
DB09396,51
DB00178,52
DB06282,53
DB00186,54
DB00163,55
DB00436,56
DB01395,57
DB00347,58
DB00914,59
DB00769,60
DB00668,61
DB00201,62
DB00446,63
DB00575,64
DB00309,65
DB00841,66
DB06201,67
DB00752,68
DB01217,69
DB00170,70
DB01233,71
DB00811,72
DB01212,73
DB00592,74
DB06757,75
DB00264,76
DB01092,77
DB00266,78
DB08819,79
DB00866,80
DB00749,81
DB01351,82
DB00295,83
DB00495,84
DB01418,85
DB01303,86
DB01136,87
DB00993,88
DB00195,89
DB00316,90
DB00585,91
DB00443,92
DB00543,93
DB01103,94
DB00398,95
DB01191,96
DB01623,97
DB03128,98
DB00130,99
DB01175,100
DB00883,101
DB00836,102
DB01149,103
DB00898,104
DB01621,105
DB00818,106
DB01015,107
DB01223,108
DB01167,109
DB00242,110
DB01241,111
DB06813,112
DB06695,113
DB00203,114
DB00568,115
DB06267,116
DB00678,117
DB00822,118
DB09074,119
DB00412,120
DB06335,121
DB00297,122
DB00636,123
DB01410,124
DB00162,125
DB08816,126
DB01056,127
DB04868,128
DB00860,129
DB12267,130
DB00696,131
DB00320,132
DB01186,133
DB00656,134
DB01420,135
DB00035,136
DB00956,137
DB01224,138
DB00673,139
DB01117,140
DB00360,141
DB04841,142
DB00720,143
DB08907,144
DB01338,145
DB01045,146
DB06736,147
DB08911,148
DB00451,149
DB06626,150
DB00395,151
DB00966,152
DB09389,153
DB00631,154
DB11828,155
DB00172,156
DB00283,157
DB09039,158
DB00990,159
DB00388,160
DB00563,161
DB08922,162
DB08828,163
DB01029,164
DB01259,165
DB00978,166
DB00727,167
DB06016,168
DB06207,169
DB00371,170
DB09026,171
DB00344,172
DB00876,173
DB00764,174
DB00912,175
DB08912,176
DB00458,177
DB06209,178
DB00889,179
DB00857,180
DB09080,181
DB00245,182
DB00315,183
DB05381,184
DB00688,185
DB01161,186
DB00849,187
DB01544,188
DB01114,189
DB00594,190
DB01075,191
DB00590,192
DB00624,193
DB06589,194
DB00973,195
DB00233,196
DB01254,197
DB08899,198
DB02300,199
DB00795,200
DB01026,201
DB09053,202
DB00277,203
DB00916,204
DB00394,205
DB01124,206
DB00933,207
DB00444,208
DB00987,209
DB00545,210
DB09118,211
DB00962,212
DB00540,213
DB00327,214
DB08897,215
DB04908,216
DB05541,217
DB08931,218
DB00708,219
DB00231,220
DB09063,221
DB00906,222
DB00850,223
DB00571,224
DB00440,225
DB00682,226
DB00831,227
DB06710,228
DB01355,229
DB00903,230
DB06800,231
DB09049,232
DB00402,233
DB00694,234
DB06712,235
DB00425,236
DB00514,237
DB09128,238
DB00379,239
DB00612,240
DB00746,241
DB06616,242
DB00191,243
DB00343,244
DB02701,245
DB00773,246
DB09148,247
DB00947,248
DB01165,249
DB00715,250
DB01426,251
DB04953,252
DB00477,253
DB00936,254
DB00719,255
DB00690,256
DB00276,257
DB06413,258
DB01394,259
DB05294,260
DB00337,261
DB01142,262
DB00476,263
DB00737,264
DB04846,265
DB06155,266
DB01248,267
DB06212,268
DB00393,269
DB00921,270
DB01577,271
DB00736,272
DB08881,273
DB00934,274
DB00865,275
DB06774,276
DB00006,277
DB00998,278
DB00633,279
DB00788,280
DB00870,281
DB00471,282
DB00353,283
DB04794,284
DB01238,285
DB00602,286
DB00835,287
DB00674,288
DB01046,289
DB00312,290
DB08877,291
DB00810,292
DB08811,293
DB00882,294
DB00887,295
DB01050,296
DB00997,297
DB01023,298
DB11793,299
DB00445,300
DB00455,301
DB00334,302
DB06144,303
DB01244,304
DB00542,305
DB00570,306
DB01041,307
DB01006,308
DB01110,309
DB06412,310
DB00799,311
DB00222,312
DB00608,313
DB04898,314
DB01024,315
DB00211,316
DB00852,317
DB11611,318
DB00179,319
DB00254,320
DB01192,321
DB00550,322
DB00544,323
DB01198,324
DB04839,325
DB00858,326
DB06772,327
DB00751,328
DB00717,329
DB01013,330
DB01215,331
DB00867,332
DB00205,333
DB00459,334
DB00411,335
DB00261,336
DB08906,337
DB00227,338
DB00454,339
DB01396,340
DB05521,341
DB01227,342
DB01071,343
DB00629,344
DB00115,345
DB09143,346
DB06268,347
DB00697,348
DB01407,349
DB00925,350
DB09031,351
DB09123,352
DB00740,353
DB00648,354
DB01211,355
DB00758,356
DB00270,357
DB06789,358
DB09166,359
DB09078,360
DB00324,361
DB00748,362
DB09048,363
DB00845,364
DB00584,365
DB00949,366
DB01204,367
DB01589,368
DB00953,369
DB01253,370
DB00627,371
DB00946,372
DB00420,373
DB00313,374
DB00989,375
DB08932,376
DB01587,377
DB01559,378
DB00182,379
DB00768,380
DB00356,381
DB00814,382
DB01466,383
DB06216,384
DB00146,385
DB01216,386
DB00637,387
DB00228,388
DB00984,389
DB01179,390
DB00661,391
DB01252,392
DB01174,393
DB08880,394
DB00794,395
DB00927,396
DB00959,397
DB09082,398
DB00434,399
DB00321,400
DB09120,401
DB01009,402
DB00851,403
DB01074,404
DB00317,405
DB06725,406
DB01222,407
DB08860,408
DB06228,409
DB01100,410
DB00127,411
DB00731,412
DB01062,413
DB00675,414
DB00136,415
DB00872,416
DB01245,417
DB01128,418
DB00527,419
DB00176,420
DB00208,421
DB00539,422
DB00499,423
DB00397,424
DB00977,425
DB00599,426
DB01275,427
DB00501,428
DB00593,429
DB00467,430
DB00165,431
DB04844,432
DB00945,433
DB09068,434
DB01184,435
DB09119,436
DB00280,437
DB00620,438
DB01628,439
DB06237,440
DB01412,441
DB00763,442
DB03615,443
DB00209,444
DB06203,445
DB00950,446
DB00428,447
DB00969,448
DB00202,449
DB00988,450
DB00121,451
DB01094,452
DB00366,453
DB00204,454
DB01116,455
DB00640,456
DB01005,457
DB00804,458
DB08439,459
DB00968,460
DB00433,461
DB01138,462
DB01268,463
DB00294,464
DB00169,465
DB00951,466
DB00792,467
DB01586,468
DB00759,469
DB04335,470
DB00695,471
DB00528,472
DB01011,473
DB00325,474
DB04930,475
DB01120,476
DB00134,477
DB01156,478
DB08901,479
DB08882,480
DB00180,481
DB09073,482
DB04946,483
DB00140,484
DB00754,485
DB03147,486
DB01591,487
DB00861,488
DB00368,489
DB00268,490
DB01408,491
DB00813,492
DB00175,493
DB06148,494
DB00938,495
DB01173,496
DB00967,497
DB00472,498
DB00863,499
DB00216,500
